LALELI.RU;254;0;23.08 14:46-16.09 16:40;2009-06-17;5 of 7;?;?;-;46
NASYROVA.RU;254;0;23.08 14:46-16.09 15:56;2009-05-26;0 of 7;?;?;-;-
NELETAEM.RU;318;0;23.08 14:46-16.09 15:21;2005-05-30;0 of 7;?;?;-;-
OFSETPECH.RU;254;0;23.08 14:46-16.09 14:30;2009-03-16;1 of 7;?;?;-;53
KUNINA.RU;254;0;23.08 14:46-16.09 15:50;2008-12-02;0 of 7;?;?;-;-
OFFICETECHNICS.RU;254;0;23.08 14:46-16.09 14:13;2008-12-17;0 of 7;?;?;-;-
GOODMAKER.RU;538;0;23.08 14:46-16.09 14:41;2012-06-15;0 of 7;?;?;-;-
BRAINSPEED.RU;538;0;23.08 14:46-16.09 15:31;2012-06-21;0 of 7;?;?;-;-
REBARS.RU;538;0;23.08 14:46-16.09 14:30;2009-07-17;0 of 7;?;?;-;-
VELOOMSK.RU;216;0;23.08 14:46-16.09 16:20;2012-06-14;1 of 7;1;10;-;5
CARPRINT.RU;538;0;23.08 14:46-16.09 16:16;2012-08-14;0 of 7;?;?;-;-
CARTREND.RU;538;0;23.08 14:46-16.09 14:19;2012-08-14;0 of 7;?;?;-;-
YOGASEMINARY.RU;3226;0;23.08 14:46-16.09 15:19;2011-11-10;1 of 7;?;?;-;2
XGC.RU;538;0;23.08 14:46-16.09 14:45;2006-02-21;6 of 7;?;?;-;2
ICERTIFICATION.RU;130;0;23.08 14:46-16.09 16:43;2012-09-11;4 of 7;?;?;-;1
DMDT.RU;191;0;23.08 14:46-16.09 14:24;2005-10-27;5 of 7;2;10;-;65
PREZENTHAND.RU;153;0;23.08 14:46-16.09 14:06;2007-03-29;1 of 7;?;?;-;1
YEL.RU;7900;0;23.08 14:46-16.09 16:16;2009-06-04;7 of 7;?;10;-;59
DOSTAVKANADOM.RU;1828;0;23.08 14:46-16.09 14:01;2011-07-26;3 of 7;?;?;9986483;2
MYTHING.RU;538;0;23.08 14:46-16.09 15:17;2012-10-30;0 of 7;?;?;-;-
COVERPAGE.RU;538;0;23.08 14:46-16.09 16:42;2012-11-01;0 of 7;?;?;-;-
NEFTYANIK.RU;5377;0;23.08 14:46-16.09 15:41;2006-01-11;5 of 7;4;?;-;26
KREMLEBOT.RU;33;0;23.08 14:46-16.09 16:47;2012-11-03;1 of 7;?;?;-;11
TOURAGENTSTVO.RU;3226;0;23.08 14:46-16.09 15:42;2006-10-13;2 of 7;?;?;-;13
TOP10WEBSITES.RU;130;0;23.08 14:46-16.09 14:26;2013-01-23;4 of 7;?;?;-;3
BRAINMONEY.RU;538;0;23.08 14:46-16.09 15:23;2013-01-25;0 of 7;?;<10;-;-
INBEAT.RU;538;0;23.08 14:46-16.09 15:14;2013-01-29;0 of 7;?;?;-;-
QCAST.RU;538;0;23.08 14:46-16.09 16:59;2013-01-29;0 of 7;?;?;-;-
VIEWPHONE.RU;538;0;23.08 14:46-16.09 14:33;2013-01-29;0 of 7;?;?;-;-
SEXPLANETA.RU;3764;0;23.08 14:46-16.09 15:35;2013-02-05;5 of 7;1;?;-;21
PORNUSHKO.RU;1076;0;23.08 14:46-16.09 15:06;2009-03-06;2 of 7;?;?;-;2
JEWELRYFAIR.RU;645;0;23.08 14:46-16.09 16:11;2010-04-06;3 of 7;?;?;-;11
FIBERBOARD.RU;490;0;23.08 14:46-16.09 14:35;2011-06-17;5 of 7;?;?;-;12
BRAINDRIVE.RU;538;0;23.08 14:46-16.09 15:06;2013-02-15;0 of 7;?;?;-;-
CYBERWOOD.RU;538;0;23.08 14:46-16.09 14:07;2013-02-21;0 of 7;?;?;-;-
SECURECLOUDS.RU;538;0;23.08 14:46-16.09 15:42;2013-02-21;0 of 7;?;?;-;-
AGRO-MAIL.RU;861;0;23.08 14:46-16.09 16:51;2008-10-30;1 of 7;?;?;-;11
LOCALTECH.RU;538;0;23.08 14:46-16.09 14:21;2013-02-26;0 of 7;?;?;-;-
ADULTLIVE.RU;538;0;23.08 14:46-16.09 16:54;2013-02-27;0 of 7;?;?;-;-
MOBVIEW.RU;538;0;23.08 14:46-16.09 15:32;2013-02-27;0 of 7;?;?;-;-
TECHCLOUD.RU;538;0;23.08 14:46-16.09 16:08;2012-05-23;0 of 7;?;?;-;-
ESAP.RU;399;0;23.08 14:46-16.09 16:56;2013-03-05;5 of 7;?;?;-;2
ADTMEDIA.RU;150;0;23.08 14:46-16.09 15:14;2013-03-29;2 of 7;?;?;-;1
RDRONE.RU;130;0;23.08 14:46-16.09 15:00;2013-03-29;2 of 7;?;?;-;2
ROBOTAPP.RU;200;0;23.08 14:46-16.09 14:54;2013-03-29;5 of 7;?;?;-;2
JTPL.RU;2044;0;23.08 14:46-16.09 16:33;2011-05-12;4 of 7;?;<10;-;20
VIRTCOINS.RU;130;0;23.08 14:46-16.09 14:26;2013-04-20;1 of 7;?;?;-;1
XCOIN.RU;150;0;23.08 14:46-16.09 14:50;2013-04-20;5 of 7;?;?;-;1
ECHARGER.RU;130;0;23.08 14:46-16.09 15:04;2013-05-04;6 of 7;?;?;-;1
TVMA.RU;130;0;23.08 14:46-16.09 15:02;2013-05-03;6 of 7;?;?;-;1
SPETCREMSTROY.RU;130;0;23.08 14:46-16.09 14:47;2013-04-25;1 of 7;?;?;-;1
IRECHARGERS.RU;130;0;23.08 14:46-16.09 16:01;2013-05-04;1 of 7;?;?;-;1
ISALONS.RU;130;0;23.08 14:46-16.09 15:03;2013-04-19;3 of 7;?;?;-;1
HEALTHSMART.RU;130;0;23.08 14:46-16.09 14:54;2013-04-05;6 of 7;?;?;-;1
VILLAGGI.RU;150;0;23.08 14:46-16.09 16:23;2013-06-19;6 of 7;?;?;-;1
3DSHOES.RU;150;0;23.08 14:46-16.09 14:07;2013-06-10;3 of 7;?;?;-;1
AIRWOLF3D.RU;150;0;23.08 14:46-16.09 14:18;2013-06-16;2 of 7;?;?;-;1
BENEK.RU;538;0;23.08 14:46-16.09 14:32;2013-06-11;0 of 7;?;?;-;-
LOCKPORT.RU;538;0;23.08 14:46-16.09 16:20;2013-06-14;0 of 7;?;?;-;-
ASUSPAD.RU;538;0;23.08 14:46-16.09 16:14;2013-06-19;0 of 7;?;?;-;-
MYSOLAR.RU;538;0;23.08 14:46-16.09 16:48;2010-08-19;0 of 7;?;?;-;-
BABYHORSE.RU;538;0;23.08 14:46-16.09 15:36;2010-08-24;0 of 7;?;10;-;-
EXSYS.RU;538;0;23.08 14:46-16.09 14:39;2013-07-16;0 of 7;?;?;-;-
4664.RU;1291;0;23.08 14:46-16.09 15:37;2012-01-12;5 of 7;?;?;-;1
8668.RU;1291;0;23.08 14:46-16.09 14:22;2012-01-12;6 of 7;?;?;-;1
INSUREAUTO.RU;538;0;23.08 14:47-16.09 14:56;2010-11-23;0 of 7;?;?;-;-
PIXELCUBE.RU;538;0;23.08 14:47-16.09 15:42;2011-02-04;0 of 7;?;?;-;-
SMOKED.RU;199;0;23.08 14:47-16.09 16:16;2007-11-14;6 of 7;1;?;-;12
DESIGNSSTUDIO.RU;194;0;23.08 14:47-16.09 16:28;2006-12-10;4 of 7;?;?;17711100;6
BEERFESTIVAL.RU;538;0;23.08 14:47-16.09 15:59;2011-04-21;0 of 7;?;?;-;-
MEZAME.RU;538;0;23.08 14:47-16.09 16:14;2011-05-24;0 of 7;?;?;-;-
YEARLY.RU;538;0;23.08 14:47-16.09 15:41;2008-12-03;0 of 7;?;?;-;-
MOBILENETWORK.RU;2;0;23.08 14:47-16.09 15:14;2007-12-16;6 of 7;?;?;-;1
GORYSHKINO.RU;289;0;23.08 14:47-16.09 14:46;2011-12-16;1 of 7;?;?;-;1
AEROSVETCOM.RU;9;0;23.08 14:47-16.09 14:02;2011-11-17;1 of 7;?;<10;-;12
MYLEGEND.RU;538;0;23.08 14:47-16.09 16:15;2012-01-20;0 of 7;?;?;-;-
TEENLIVE.RU;538;0;23.08 14:47-16.09 15:44;2012-01-24;0 of 7;?;?;-;-
TECKTONIC.RU;538;0;23.08 14:47-16.09 14:57;2012-01-27;0 of 7;?;?;-;-
0-0-7.RU;1076;0;23.08 14:47-16.09 14:45;2011-11-22;6 of 7;?;?;-;15
MEDCARS.RU;499;0;23.08 14:47-16.09 15:22;2012-02-14;3 of 7;?;?;-;11
SMILETRAVEL.RU;1269;0;23.08 14:47-16.09 14:08;2007-04-30;5 of 7;1;?;8597471;57
AGNOSTITSIZM.RU;216;0;23.08 14:47-16.09 14:28;2010-07-16;0 of 7;?;?;-;-
QUADS.RU;538;0;23.08 14:47-16.09 16:19;2012-07-17;0 of 7;?;?;-;-
YOGASPORTS.RU;538;0;23.08 14:47-16.09 14:01;2012-07-19;0 of 7;?;?;-;-
ASESOR.RU;538;0;23.08 14:47-16.09 15:24;2012-08-14;0 of 7;?;?;-;-
TMV.RU;3226;0;23.08 14:47-16.09 14:45;2004-11-26;6 of 7;?;?;-;6
KIMBERLEE.RU;538;0;23.08 14:47-16.09 15:29;2012-10-03;0 of 7;?;?;-;-
CLOUDREGISTRY.RU;130;0;23.08 14:47-16.09 16:01;2012-04-22;3 of 7;?;?;-;1
CLOUDSENERGY.RU;130;0;23.08 14:47-16.09 16:21;2012-04-22;3 of 7;?;?;-;1
TRAVELGUIDES.RU;1290;0;23.08 14:47-16.09 15:04;2007-07-25;6 of 7;?;?;-;2
ELEKTROKVADRIK.RU;108;0;23.08 14:47-16.09 14:03;2012-11-03;1 of 7;?;?;-;11
SYNOPTIK.RU;5914;0;23.08 14:47-16.09 16:54;2005-02-07;6 of 7;?;<10;-;4
PRBLOG.RU;1613;0;23.08 14:47-16.09 15:15;2005-12-29;6 of 7;?;?;-;5
PINGVI.RU;1800;0;23.08 14:47-16.09 16:02;2012-11-13;3 of 7;?;?;-;6
APTECHNIIKIOSK.RU;22;0;23.08 14:47-16.09 14:58;2012-12-07;1 of 7;?;?;-;2
FLNN.RU;2044;0;23.08 14:47-16.09 15:36;2008-04-21;3 of 7;?;?;-;12
ACURA-NN.RU;2366;0;23.08 14:47-16.09 14:55;2010-07-01;1 of 7;?;<10;-;11
SUICIDES.RU;99;0;23.08 14:47-16.09 16:24;2012-06-27;5 of 7;?;?;-;11
AURAFASHION.RU;538;0;23.08 14:47-16.09 15:39;2013-02-21;0 of 7;?;?;-;-
SOV-AVTO.RU;3764;0;23.08 14:47-16.09 14:51;2008-10-31;1 of 7;?;?;-;2
ADULTONLINE.RU;538;0;23.08 14:47-16.09 14:22;2013-02-27;0 of 7;?;?;-;-
WECANHELP.RU;538;0;23.08 14:47-16.09 14:45;2010-05-14;7 of 7;?;<10;-;-
A-MSK.RU;968;0;23.08 14:47-16.09 16:49;2009-12-26;1 of 7;?;<10;-;29
BAGETON.RU;1721;0;23.08 14:47-16.09 15:20;2013-01-29;1 of 7;?;?;-;3
VKONFERENCE.RU;130;0;23.08 14:47-16.09 14:42;2013-04-21;1 of 7;?;?;-;1
STARTUPSVENTURE.RU;130;0;23.08 14:47-16.09 14:28;2013-04-16;2 of 7;?;?;-;1
I-LIMB.RU;130;0;23.08 14:47-16.09 16:15;2013-04-19;2 of 7;?;?;-;1
IVIDEOSERVICE.RU;162;0;23.08 14:47-16.09 15:09;2013-06-06;2 of 7;?;?;-;1
THE-STONE-AGE.RU;22;0;23.08 14:47-16.09 15:41;2013-06-18;1 of 7;3;?;-;2
SALESUPPORT.RU;538;0;23.08 14:48-16.09 14:28;2011-01-12;0 of 7;?;?;-;-
WINTOOLS.RU;538;0;23.08 14:48-16.09 14:06;2011-02-04;0 of 7;?;?;-;-
RTCG.RU;861;0;23.08 14:48-16.09 15:41;2007-11-22;4 of 7;?;?;-;9
REMOTEACCESS.RU;538;0;23.08 14:48-16.09 14:04;2008-04-03;0 of 7;?;10;-;-
MYOFIS.RU;39;0;23.08 14:48-16.09 16:54;2008-03-18;4 of 7;?;?;-;12
KORALLY.RU;290;0;23.08 14:48-16.09 16:24;2008-05-14;4 of 7;?;?;-;32
RIENTS.RU;269;0;23.08 14:48-16.09 14:31;2008-03-14;0 of 7;?;?;-;-
CHERVOTOCHINA.RU;59;0;23.08 14:48-16.09 15:58;2011-03-15;1 of 7;?;?;-;2
DGALLERY.RU;538;0;23.08 14:48-16.09 14:27;2008-11-25;0 of 7;?;?;-;-
INTERNETSURFER.RU;7;0;23.08 14:48-16.09 14:58;2007-12-15;3 of 7;?;?;-;1
SETKA-RABITSA.RU;323;0;23.08 14:48-16.09 15:21;2010-12-05;1 of 7;?;?;-;1
IOLINE.RU;538;0;23.08 14:48-16.09 16:52;2012-01-26;0 of 7;?;?;-;-
SHINKAREVA.RU;254;0;23.08 14:48-16.09 15:55;2009-01-07;1 of 7;?;?;-;11
ZARETSKAYA.RU;254;0;23.08 14:48-16.09 15:34;2009-01-12;2 of 7;?;?;-;11
ROOMEX.RU;2151;0;23.08 14:48-16.09 14:51;2012-02-08;0 of 7;?;?;-;-
BODYEXPERT.RU;538;0;23.08 14:48-16.09 14:50;2012-02-22;0 of 7;?;?;-;-
YEVGENIA.RU;431;0;23.08 14:48-16.09 16:37;2012-03-07;2 of 7;?;?;-;8
MADEINLONDON.RU;538;0;23.08 14:48-16.09 14:45;2012-03-23;0 of 7;?;?;-;-
FETISHNATION.RU;538;0;23.08 14:48-16.09 16:10;2012-03-28;0 of 7;?;?;-;-
CAIRO.RU;5268;0;23.08 14:48-16.09 16:59;2003-05-13;7 of 7;?;?;-;3
XOFFICE.RU;1076;0;23.08 14:48-16.09 16:21;2012-05-12;0 of 7;?;?;-;-
ZPROPERTY.RU;538;0;23.08 14:48-16.09 16:48;2012-05-16;0 of 7;?;?;-;-
PM6.RU;254;0;23.08 14:48-16.09 14:38;2009-04-30;6 of 7;?;?;-;12
SQLEXPERT.RU;538;0;23.08 14:48-16.09 16:43;2012-07-17;0 of 7;?;?;-;-
MIR-MOI.RU;216;0;23.08 14:48-16.09 16:02;2012-06-20;1 of 7;?;?;-;14
HRCULTURE.RU;538;0;23.08 14:48-16.09 16:50;2012-10-05;0 of 7;?;?;-;-
LAZERNET.RU;37420;0;23.08 14:48-16.09 15:17;2008-06-27;3 of 7;?;10;-;111
BOXWOOD.RU;538;0;23.08 14:48-16.09 15:06;2009-12-22;0 of 7;?;<10;-;-
ARCHITECTPRO.RU;538;0;23.08 14:48-16.09 15:19;2012-11-08;0 of 7;?;?;-;-
FITLIVE.RU;538;0;23.08 14:48-16.09 16:41;2012-11-28;0 of 7;?;?;-;-
UREF.RU;500;0;23.08 14:48-16.09 16:23;2012-11-13;6 of 7;?;<10;-;13
LIKEROVODOCHNIY.RU;22;0;23.08 14:48-16.09 14:41;2012-12-10;1 of 7;?;?;-;1
SEMUSHKINA.RU;490;0;23.08 14:48-16.09 14:07;2012-07-03;1 of 7;?;?;-;14
MAGAZIN-SUMKI.RU;526;0;23.08 14:48-16.09 15:27;2012-07-31;1 of 7;?;?;-;15
PHARM-NN.RU;3119;0;23.08 14:48-16.09 14:37;2009-12-20;1 of 7;?;<10;-;20
WAAS.RU;1800;0;23.08 14:48-16.09 14:09;2013-04-17;6 of 7;?;?;-;11
TRAININGACADEMY.RU;130;0;23.08 14:48-16.09 14:37;2013-05-08;6 of 7;?;?;-;1
EDYNAMICS.RU;130;0;23.08 14:48-16.09 16:23;2013-05-05;6 of 7;?;?;-;1
SPETCMONOLIT.RU;130;0;23.08 14:48-16.09 16:58;2013-04-25;1 of 7;?;?;-;1
VETONIKA.RU;43011;0;23.08 14:48-16.09 15:24;2010-04-06;1 of 7;?;10;11193529;2
IVIDEOLESSON.RU;162;0;23.08 14:48-16.09 16:43;2013-05-24;1 of 7;?;?;-;1
NEXUSSTUDIO.RU;33;0;23.08 14:48-16.09 16:09;2013-06-18;3 of 7;3;?;-;3
KEMPY.RU;538;0;23.08 14:48-16.09 15:27;2013-07-16;0 of 7;?;?;-;-
ROSKI.RU;499;0;23.08 14:49-16.09 15:20;2010-12-19;6 of 7;?;?;-;1
JETFISH.RU;538;0;23.08 14:49-16.09 16:10;2011-02-09;0 of 7;?;?;-;-
DETYSHOP.RU;1076;0;23.08 14:49-16.09 16:02;2011-02-11;0 of 7;?;?;-;-
VNUKOVOSTROYSERVIS.RU;140;0;23.08 14:49-16.09 16:23;2006-11-14;1 of 7;?;?;-;2
PARIZ.RU;420;0;23.08 14:49-16.09 14:04;2008-01-16;6 of 7;?;?;-;12
ARMPRINT.RU;194;0;23.08 14:49-16.09 15:38;2007-11-16;2 of 7;?;<10;-;18
DIDOS.RU;431;0;23.08 14:49-16.09 14:44;2009-11-24;4 of 7;?;20;-;14
CLUBVISION.RU;538;0;23.08 14:49-16.09 15:21;2011-04-13;0 of 7;?;?;-;-
MISSED.RU;538;0;23.08 14:49-16.09 14:17;2008-07-03;0 of 7;?;?;-;-
SVETOMATERIAL.RU;323;0;23.08 14:49-16.09 16:23;2008-12-17;1 of 7;?;?;-;1
TRAVEL2GETHER.RU;538;0;23.08 14:49-16.09 14:22;2012-01-19;0 of 7;?;?;-;-
YOURCOLOR.RU;538;0;23.08 14:49-16.09 16:46;2012-01-27;0 of 7;?;?;-;-
WILDWEED.RU;538;0;23.08 14:49-16.09 15:34;2012-01-31;0 of 7;?;?;-;-
BMWRACING.RU;538;0;23.08 14:49-16.09 15:24;2012-02-22;0 of 7;?;?;-;-
RAILTRADE.RU;538;0;23.08 14:49-16.09 15:42;2012-02-22;7 of 7;?;?;-;-
GEOHUB.RU;538;0;23.08 14:49-16.09 14:31;2012-04-17;0 of 7;?;?;-;-
LIFERUSSIA.RU;538;0;23.08 14:49-16.09 15:55;2012-04-17;0 of 7;?;?;-;-
MICRO-CELL.RU;6998;0;23.08 14:49-16.09 15:48;2012-01-17;4 of 7;?;?;-;11
DIGITALDRUGS.RU;538;0;23.08 14:49-16.09 14:19;2012-05-22;0 of 7;?;<10;-;-
GEORGIEVA.RU;254;0;23.08 14:49-16.09 15:22;2009-06-09;0 of 7;?;?;-;-
LUXPARTER.RU;10753;0;23.08 14:49-16.09 16:11;2007-11-14;2 of 7;?;?;-;1
NOVOMOSKOVSKIYOKRUG.RU;1398;0;23.08 14:49-16.09 15:25;2012-04-18;1 of 7;?;?;-;3
BACHKI.RU;269;0;23.08 14:49-16.09 16:01;2010-07-16;0 of 7;?;?;-;-
WORKPRESS.RU;538;0;23.08 14:49-16.09 15:31;2012-07-17;0 of 7;?;?;-;-
MYONLY.RU;538;0;23.08 14:49-16.09 16:35;2012-08-14;0 of 7;?;?;-;-
UNIVERSITYLIFE.RU;130;0;23.08 14:49-16.09 14:34;2012-05-01;5 of 7;?;?;-;1
E-XPERTS.RU;400;0;23.08 14:49-16.09 14:19;2007-12-26;4 of 7;?;?;-;12
SOUNDSENSE.RU;538;0;23.08 14:49-16.09 15:31;2012-10-31;0 of 7;?;?;-;-
OILFILTERS.RU;538;0;23.08 14:49-16.09 16:30;2009-12-22;0 of 7;?;?;-;-
SAVELIGHT.RU;538;0;23.08 14:49-16.09 16:07;2008-10-24;0 of 7;?;?;-;-
VTRAINING.RU;1076;0;23.08 14:49-16.09 16:19;2012-05-08;5 of 7;?;?;-;11
GOLD2.RU;3226;0;23.08 14:49-16.09 15:54;2008-01-29;0 of 7;?;?;-;-
SEOPITER.RU;1291;0;23.08 14:49-16.09 16:10;2006-10-24;1 of 7;?;?;-;11
TROPICALIA.RU;130;0;23.08 14:50-16.09 14:31;2012-12-13;6 of 7;?;?;-;3
MANTRAM.RU;538;0;23.08 14:50-16.09 14:35;2013-01-30;0 of 7;?;10;-;-
BUDDABAR.RU;538;0;23.08 14:50-16.09 16:09;2013-01-31;0 of 7;?;<10;-;-
MAINQUEST.RU;538;0;23.08 14:50-16.09 14:57;2013-02-20;0 of 7;?;?;-;-
W-AVTO.RU;1613;0;23.08 14:50-16.09 15:01;2008-11-17;1 of 7;?;?;-;3
DRIVINGSALES.RU;538;0;23.08 14:50-16.09 14:24;2013-02-27;0 of 7;?;?;-;-
GLORIKA.RU;299;0;23.08 14:50-16.09 14:37;2013-02-20;3 of 7;?;?;-;1
ASUSSHOP.RU;3226;0;23.08 14:50-16.09 14:03;2013-03-20;0 of 7;3;10;-;-
6GI.RU;80;0;23.08 14:50-16.09 16:11;2013-03-29;3 of 7;?;?;-;3
YRA.RU;5999;0;23.08 14:50-16.09 14:32;2012-09-18;7 of 7;?;<10;-;48
WOIR.RU;70;0;23.08 14:50-16.09 15:11;2012-10-30;3 of 7;?;?;-;11
OLYMPISM.RU;10000;0;23.08 14:50-16.09 14:46;2013-01-15;6 of 7;1;<10;17417153;5
RESTAVRAZIA.RU;1700;0;23.08 14:50-16.09 15:32;2013-02-22;1 of 7;?;?;-;2
VKONTENT.RU;130;0;23.08 14:50-16.09 15:48;2013-04-21;2 of 7;?;?;-;4
EJOULE.RU;130;0;23.08 14:50-16.09 14:54;2013-05-07;2 of 7;?;?;-;1
SPETSCONTROL.RU;130;0;23.08 14:50-16.09 16:48;2013-04-25;1 of 7;?;?;-;1
ROBOTSHOME.RU;200;0;23.08 14:50-16.09 16:39;2013-04-23;2 of 7;?;?;-;1
INTERNETTHINGS.RU;130;0;23.08 14:50-16.09 14:43;2013-04-22;4 of 7;?;?;-;1
IKONTENT.RU;130;0;23.08 14:50-16.09 15:14;2013-04-18;3 of 7;?;?;-;1
NETRE.RU;150;0;23.08 14:50-16.09 14:06;2013-06-09;6 of 7;?;?;-;2
VVPN.RU;130;0;23.08 14:50-16.09 16:30;2013-06-11;3 of 7;?;?;-;1
HAMPE.RU;538;0;23.08 14:50-16.09 15:51;2013-06-25;0 of 7;?;?;-;-
ZAO-SPASENIE.RU;22;0;23.08 14:50-16.09 14:28;2013-06-11;1 of 7;3;?;-;6
SIMPLETRADE.RU;538;0;23.08 14:50-16.09 15:03;2013-07-09;0 of 7;?;?;-;-
APPEXPRESS.RU;538;0;23.08 14:50-16.09 14:14;2013-07-17;0 of 7;?;?;-;-
MACHALKE.RU;1076;0;23.08 14:52-16.09 14:18;2010-11-24;0 of 7;?;?;-;-
FIREPROJECT.RU;538;0;23.08 14:52-16.09 15:26;2010-12-01;0 of 7;?;?;-;-
ICEDESIGN.RU;1076;0;23.08 14:52-16.09 16:13;2007-12-11;0 of 7;?;?;-;-
MRAVTO.RU;1000;0;23.08 14:52-16.09 15:34;2009-07-28;1 of 7;?;?;-;20
RENTHOMES.RU;1076;0;23.08 14:52-16.09 16:24;2011-02-03;0 of 7;?;?;-;-
XRATED.RU;538;0;23.08 14:52-16.09 14:35;2011-02-18;0 of 7;?;?;-;-
STENDSERVIS.RU;194;0;23.08 14:52-16.09 14:30;2008-11-15;1 of 7;?;?;-;11
ASIANDATING.RU;538;0;23.08 14:52-16.09 16:49;2011-03-15;0 of 7;?;?;-;-
REIKIMASTER.RU;194;0;23.08 14:52-16.09 16:22;2007-05-03;7 of 7;?;?;-;-
GLOBALBASE.RU;538;0;23.08 14:52-16.09 16:15;2008-11-06;0 of 7;?;?;-;-
GENOTIPY.RU;17;0;23.08 14:52-16.09 16:30;2010-11-17;1 of 7;?;?;-;1
PODRABOTU.RU;2;0;23.08 14:52-16.09 16:49;2008-12-06;1 of 7;?;?;-;1
STRATEGIYATAKTIKA.RU;5;0;23.08 14:52-16.09 16:36;2010-11-08;1 of 7;?;?;-;1
LIQUIDLED.RU;538;0;23.08 14:52-16.09 15:47;2012-01-18;0 of 7;?;?;-;-
SUPERMAIL.RU;32999;0;23.08 14:52-16.09 16:54;2011-04-05;7 of 7;?;<10;1567008;119
ALEXIC.RU;54;0;23.08 14:52-16.09 16:22;2012-03-12;3 of 7;?;<10;-;48
LASSIE.RU;7351;0;23.08 14:52-16.09 16:08;2005-12-11;6 of 7;?;?;-;3
WEBCHARGER.RU;2;0;23.08 14:52-16.09 16:08;2011-02-10;2 of 7;?;?;-;1
OUTLETSHOP.RU;538;0;23.08 14:52-16.09 16:05;2012-05-22;0 of 7;?;?;-;-
PTICHKINA.RU;254;0;23.08 14:52-16.09 16:46;2009-06-16;0 of 7;?;?;-;-
INDONESIA-TRAVEL.RU;254;0;23.08 14:52-16.09 16:34;2008-12-26;4 of 7;?;?;-;21
GRECHIN.RU;254;0;23.08 14:52-16.09 14:40;2009-05-19;0 of 7;?;?;-;-
EXTERNALITY.RU;216;0;23.08 14:52-16.09 15:22;2010-07-07;0 of 7;?;?;-;-
FISHFEED.RU;538;0;23.08 14:52-16.09 16:54;2009-11-26;0 of 7;?;?;-;-
IZBR.RU;700;0;23.08 14:52-16.09 14:22;2008-03-01;4 of 7;?;?;-;12
ELCOZ.RU;51;0;23.08 14:52-16.09 14:54;2007-09-17;1 of 7;?;?;-;1
PROBY.RU;990;0;23.08 14:52-16.09 14:46;2006-04-24;5 of 7;?;?;-;12
SCREENCAST.RU;990;0;23.08 14:52-16.09 15:06;2007-04-10;7 of 7;?;?;-;7
WORLDOFSUBMARINES.RU;25000;0;23.08 14:52-16.09 15:15;2012-10-25;1 of 7;?;?;-;11
SUPERSKIN.RU;538;0;23.08 14:52-16.09 15:17;2012-11-08;0 of 7;?;?;-;-
RURURU.RU;6183;0;23.08 14:52-16.09 16:53;2004-08-30;7 of 7;?;10;6994090;88
DIMMER.RU;538;0;23.08 14:52-16.09 16:38;2010-01-13;7 of 7;?;?;22469;-
BKIO.RU;700;0;23.08 14:52-16.09 14:45;2012-11-08;2 of 7;?;?;-;11
MUNDER.RU;1250;0;23.08 14:52-16.09 16:38;2012-11-09;4 of 7;?;?;-;13
AKKP.RU;850;0;23.08 14:52-16.09 15:09;2012-11-13;5 of 7;?;?;-;11
BOBRINA.RU;390;0;23.08 14:52-16.09 16:38;2011-06-23;1 of 7;?;?;-;2
BBCG.RU;3764;0;23.08 14:52-16.09 14:22;2008-07-01;5 of 7;?;?;-;4
ROBOTSMART.RU;200;0;23.08 14:52-16.09 14:00;2013-03-29;3 of 7;?;?;-;1
WM-LUX.RU;968;0;23.08 14:52-16.09 14:30;2008-11-26;0 of 7;?;?;-;-
TEREMSOCHI.RU;861;0;23.08 14:52-16.09 14:46;2011-05-19;2 of 7;?;?;-;2
UNIVERSALSTANDARD.RU;130;0;23.08 14:52-16.09 15:23;2013-05-04;4 of 7;?;?;-;1
SPETCREMONT.RU;130;0;23.08 14:52-16.09 14:39;2013-04-25;1 of 7;?;?;-;1
IDESIGN3D.RU;130;0;23.08 14:52-16.09 16:06;2013-05-05;3 of 7;?;?;-;1
I3DPRINTERS.RU;130;0;23.08 14:52-16.09 15:06;2013-04-13;6 of 7;?;?;-;1
AUTOCARES.RU;150;0;23.08 14:52-16.09 14:41;2013-06-13;5 of 7;?;?;-;2
TOWNEE.RU;538;0;23.08 14:52-16.09 14:01;2013-07-16;0 of 7;?;?;-;-
M1BIT.RU;216;0;23.08 14:53-16.09 16:45;2008-07-11;1 of 7;?;10;-;74
URBANSMILE.RU;194;0;23.08 14:53-16.09 14:00;2007-12-06;4 of 7;?;?;-;6
VOLCANICWHEEL.RU;538;0;23.08 14:53-16.09 15:41;2008-05-06;0 of 7;?;?;-;-
HEALTHGROUP.RU;538;0;23.08 14:53-16.09 14:05;2011-03-25;0 of 7;?;<10;-;-
KNIGOSHOP.RU;216;0;23.08 14:53-16.09 15:38;2006-04-07;1 of 7;?;?;-;5
LOVECAMS.RU;538;0;23.08 14:53-16.09 14:02;2011-05-17;0 of 7;?;?;-;-
MYBAX.RU;11;0;23.08 14:53-16.09 16:44;2008-03-18;2 of 7;?;?;-;12
69C.RU;54;0;23.08 14:53-16.09 16:40;2011-06-04;0 of 7;?;?;-;-
OB-YAVA.RU;2;0;23.08 14:53-16.09 15:52;2007-12-13;2 of 7;?;?;-;13
NOVOSHIHOVO.RU;289;0;23.08 14:53-16.09 16:44;2011-12-16;1 of 7;?;?;-;1
